🚀 连接设备: 192.168.31.194...
📋 开始全量扫描: 0x0000 - 0x5000
--------------------------------------------------------------------------------
地址       | Raw    | Signed  | /10      | /100    
0x33B5   | 0      | 0       | 0.0      | 0.0     
0x33B6   | 0      | 0       | 0.0      | 0.0     
0x33B7   | 0      | 0       | 0.0      | 0.0     
0x33B8   | 0      | 0       | 0.0      | 0.0     
0x33B9   | 17     | 17      | 1.7      | 0.17    
0x33BA   | 0      | 0       | 0.0      | 0.0     
0x33BB   | 30     | 30      | 3.0      | 0.3     
0x33BC   | 0      | 0       | 0.0      | 0.0     
0x33BD   | 23     | 23      | 2.3      | 0.23    
0x33BE   | 0      | 0       | 0.0      | 0.0     
0x33BF   | 632    | 632     | 63.2     | 6.32    
0x33C0   | 0      | 0       | 0.0      | 0.0     
0x33C1   | 1217   | 1217    | 121.7    | 12.17   
0x33C2   | 1      | 1       | 0.1      | 0.01    
0x33C3   | 2      | 2       | 0.2      | 0.02    
0x33C4   | 2341   | 2341    | 234.1    | 23.41   
0x33C5   | 2      | 2       | 0.2      | 0.02    
0x33C6   | 65534  | -2      | -0.2     | -0.02   
0x33C7   | 4994   | 4994    | 499.4    | 49.94   
0x33C8   | 2336   | 2336    | 233.6    | 23.36   
0x33C9   | 30     | 30      | 3.0      | 0.3     
0x33CA   | 692    | 692     | 69.2     | 6.92    
0x33CB   | 4995   | 4995    | 499.5    | 49.95   
0x33CC   | 664    | 664     | 66.4     | 6.64    
0x33CD   | 3799   | 3799    | 379.9    | 37.99   
0x33CE   | 2300   | 2300    | 230.0    | 23.0    
0x33CF   | 5000   | 5000    | 500.0    | 50.0    
0x33D0   | 6000   | 6000    | 600.0    | 60.0    
0x33D1   | 260    | 260     | 26.0     | 2.6     
0x33D2   | 0      | 0       | 0.0      | 0.0     
0x33D3   | 0      | 0       | 0.0      | 0.0     
0x33D4   | 0      | 0       | 0.0      | 0.0     
0x33D5   | 0      | 0       | 0.0      | 0.0     
0x33D6   | 2345   | 2345    | 234.5    | 23.45   
0x33D7   | 1      | 1       | 0.1      | 0.01    
0x33D8   | 4479   | 4479    | 447.9    | 44.79   
0x33D9   | 2366   | 2366    | 236.6    | 23.66   
0x33DA   | 9488   | 9488    | 948.8    | 94.88   
0x33DB   | 5904   | 5904    | 590.4    | 59.04   
0x33DC   | 20737  | 20737   | 2073.7   | 207.37  
0x33DD   | 0      | 0       | 0.0      | 0.0     
0x33DE   | 0      | 0       | 0.0      | 0.0     
0x33DF   | 0      | 0       | 0.0      | 0.0     
0x33E0   | 0      | 0       | 0.0      | 0.0     
0x33E1   | 0      | 0       | 0.0      | 0.0     
0x33E2   | 0      | 0       | 0.0      | 0.0     
0x33E3   | 0      | 0       | 0.0      | 0.0     
0x33E4   | 0      | 0       | 0.0      | 0.0     
0x33E5   | 0      | 0       | 0.0      | 0.0     
0x33E6   | 0      | 0       | 0.0      | 0.0     
0x33E7   | 0      | 0       | 0.0      | 0.0     
0x33E8   | 0      | 0       | 0.0      | 0.0     
0x33E9   | 0      | 0       | 0.0      | 0.0     
0x33EA   | 0      | 0       | 0.0      | 0.0     
0x33EB   | 0      | 0       | 0.0      | 0.0     
0x33EC   | 0      | 0       | 0.0      | 0.0     
0x33ED   | 0      | 0       | 0.0      | 0.0     
0x33EE   | 0      | 0       | 0.0      | 0.0     
0x33EF   | 0      | 0       | 0.0      | 0.0     
0x33F0   | 0      | 0       | 0.0      | 0.0     
0x33F1   | 0      | 0       | 0.0      | 0.0     
0x33F2   | 0      | 0       | 0.0      | 0.0     
0x33F3   | 0      | 0       | 0.0      | 0.0     
0x33F4   | 0      | 0       | 0.0      | 0.0     
0x33F5   | 0      | 0       | 0.0      | 0.0     
0x33F6   | 0      | 0       | 0.0      | 0.0     
0x33F7   | 0      | 0       | 0.0      | 0.0     
0x33F8   | 0      | 0       | 0.0      | 0.0     
0x33F9   | 0      | 0       | 0.0      | 0.0     
0x33FA   | 0      | 0       | 0.0      | 0.0     
0x33FB   | 0      | 0       | 0.0      | 0.0     
0x33FC   | 0      | 0       | 0.0      | 0.0     
0x33FD   | 0      | 0       | 0.0      | 0.0     
0x33FE   | 0      | 0       | 0.0      | 0.0     
0x33FF   | 0      | 0       | 0.0      | 0.0     
0x3400   | 21     | 21      | 2.1      | 0.21    
0x3401   | 0      | 0       | 0.0      | 0.0     
0x3402   | 702    | 702     | 70.2     | 7.02    
0x3403   | 0      | 0       | 0.0      | 0.0     
0x3404   | 1341   | 1341    | 134.1    | 13.41   
0x3405   | 2344   | 2344    | 234.4    | 23.44   
0x3406   | 32     | 32      | 3.2      | 0.32    
0x3407   | 744    | 744     | 74.4     | 7.44    
0x3408   | 4995   | 4995    | 499.5    | 49.95   
0x3409   | 0      | 0       | 0.0      | 0.0     
0x340A   | 0      | 0       | 0.0      | 0.0     
0x340B   | 0      | 0       | 0.0      | 0.0     
0x340C   | 7      | 7       | 0.7      | 0.07    
0x340D   | 0      | 0       | 0.0      | 0.0     
0x340E   | 16     | 16      | 1.6      | 0.16    
0x340F   | 0      | 0       | 0.0      | 0.0     
0x3410   | 0      | 0       | 0.0      | 0.0     
0x3411   | 0      | 0       | 0.0      | 0.0     
0x3412   | 0      | 0       | 0.0      | 0.0     
0x3413   | 0      | 0       | 0.0      | 0.0     
0x3414   | 0      | 0       | 0.0      | 0.0     
0x3415   | 0      | 0       | 0.0      | 0.0     
0x3416   | 0      | 0       | 0.0      | 0.0     
0x3417   | 0      | 0       | 0.0      | 0.0     
0x3418   | 0      | 0       | 0.0      | 0.0     
0x3419   | 0      | 0       | 0.0      | 0.0     
0x341A   | 0      | 0       | 0.0      | 0.0     
0x341B   | 0      | 0       | 0.0      | 0.0     
0x341C   | 0      | 0       | 0.0      | 0.0     
0x341D   | 0      | 0       | 0.0      | 0.0     
0x341E   | 0      | 0       | 0.0      | 0.0     
0x341F   | 0      | 0       | 0.0      | 0.0     
0x3420   | 0      | 0       | 0.0      | 0.0     
0x3421   | 0      | 0       | 0.0      | 0.0     
0x3422   | 0      | 0       | 0.0      | 0.0     
0x3423   | 0      | 0       | 0.0      | 0.0     
0x3424   | 0      | 0       | 0.0      | 0.0     
0x3425   | 0      | 0       | 0.0      | 0.0     
0x3426   | 0      | 0       | 0.0      | 0.0     
0x3427   | 0      | 0       | 0.0      | 0.0     
0x3428   | 0      | 0       | 0.0      | 0.0     
0x3429   | 0      | 0       | 0.0      | 0.0     
0x342A   | 0      | 0       | 0.0      | 0.0     
0x342B   | 0      | 0       | 0.0      | 0.0     
0x342C   | 0      | 0       | 0.0      | 0.0     
0x342D   | 0      | 0       | 0.0      | 0.0     
0x342E   | 0      | 0       | 0.0      | 0.0     
0x342F   | 0      | 0       | 0.0      | 0.0     
0x3430   | 0      | 0       | 0.0      | 0.0     
0x3431   | 0      | 0       | 0.0      | 0.0     
0x3432   | 0      | 0       | 0.0      | 0.0     
0x3433   | 0      | 0       | 0.0      | 0.0     
0x3434   | 0      | 0       | 0.0      | 0.0     
0x3435   | 0      | 0       | 0.0      | 0.0     
0x3436   | 0      | 0       | 0.0      | 0.0     
0x3437   | 0      | 0       | 0.0      | 0.0     
0x3438   | 0      | 0       | 0.0      | 0.0     
0x3439   | 0      | 0       | 0.0      | 0.0     
0x343A   | 0      | 0       | 0.0      | 0.0     
0x343B   | 0      | 0       | 0.0      | 0.0     
0x343C   | 0      | 0       | 0.0      | 0.0     
0x343D   | 0      | 0       | 0.0      | 0.0     
0x343E   | 0      | 0       | 0.0      | 0.0     
0x343F   | 0      | 0       | 0.0      | 0.0     
0x3440   | 0      | 0       | 0.0      | 0.0     
0x3441   | 0      | 0       | 0.0      | 0.0     
0x3442   | 0      | 0       | 0.0      | 0.0     
0x3443   | 0      | 0       | 0.0      | 0.0     
0x3444   | 0      | 0       | 0.0      | 0.0     
0x3445   | 0      | 0       | 0.0      | 0.0     
0x3446   | 0      | 0       | 0.0      | 0.0     
0x3447   | 0      | 0       | 0.0      | 0.0     
0x3448   | 0      | 0       | 0.0      | 0.0     
0x3449   | 0      | 0       | 0.0      | 0.0     
0x344A   | 0      | 0       | 0.0      | 0.0     
0x344B   | 0      | 0       | 0.0      | 0.0     
0x344C   | 0      | 0       | 0.0      | 0.0     
0x344D   | 0      | 0       | 0.0      | 0.0     
0x344E   | 0      | 0       | 0.0      | 0.0     
0x344F   | 0      | 0       | 0.0      | 0.0     
0x3450   | 0      | 0       | 0.0      | 0.0     
0x3451   | 0      | 0       | 0.0      | 0.0     
0x3452   | 0      | 0       | 0.0      | 0.0     
0x3453   | 0      | 0       | 0.0      | 0.0     
0x3454   | 0      | 0       | 0.0      | 0.0     
0x3455   | 0      | 0       | 0.0      | 0.0     
0x3456   | 0      | 0       | 0.0      | 0.0     
0x3457   | 0      | 0       | 0.0      | 0.0     
0x3458   | 0      | 0       | 0.0      | 0.0     
0x3459   | 0      | 0       | 0.0      | 0.0     
0x345A   | 0      | 0       | 0.0      | 0.0     
0x345B   | 0      | 0       | 0.0      | 0.0     
0x345C   | 0      | 0       | 0.0      | 0.0     
0x345D   | 0      | 0       | 0.0      | 0.0     
0x345E   | 0      | 0       | 0.0      | 0.0     
0x345F   | 0      | 0       | 0.0      | 0.0     
0x3460   | 0      | 0       | 0.0      | 0.0     
0x3461   | 0      | 0       | 0.0      | 0.0     
0x3462   | 0      | 0       | 0.0      | 0.0     
0x3463   | 0      | 0       | 0.0      | 0.0     
0x3464   | 0      | 0       | 0.0      | 0.0     
0x3465   | 0      | 0       | 0.0      | 0.0     
0x3466   | 0      | 0       | 0.0      | 0.0     
0x3467   | 0      | 0       | 0.0      | 0.0     
0x3468   | 0      | 0       | 0.0      | 0.0     
0x3469   | 0      | 0       | 0.0      | 0.0     
0x346A   | 0      | 0       | 0.0      | 0.0     
0x346B   | 0      | 0       | 0.0      | 0.0     
0x346C   | 0      | 0       | 0.0      | 0.0     
0x346D   | 0      | 0       | 0.0      | 0.0     
0x346E   | 0      | 0       | 0.0      | 0.0     
0x346F   | 0      | 0       | 0.0      | 0.0     
0x3470   | 0      | 0       | 0.0      | 0.0     
0x3471   | 0      | 0       | 0.0      | 0.0     
0x3472   | 0      | 0       | 0.0      | 0.0     
0x3473   | 0      | 0       | 0.0      | 0.0     
0x3474   | 0      | 0       | 0.0      | 0.0     
0x3475   | 0      | 0       | 0.0      | 0.0     
0x3476   | 0      | 0       | 0.0      | 0.0     
0x3477   | 0      | 0       | 0.0      | 0.0     
0x3478   | 0      | 0       | 0.0      | 0.0     
0x3479   | 0      | 0       | 0.0      | 0.0     
0x347A   | 0      | 0       | 0.0      | 0.0     
0x347B   | 0      | 0       | 0.0      | 0.0     
0x347C   | 0      | 0       | 0.0      | 0.0     
0x347D   | 0      | 0       | 0.0      | 0.0     
0x347E   | 0      | 0       | 0.0      | 0.0     
0x347F   | 0      | 0       | 0.0      | 0.0     
0x3480   | 0      | 0       | 0.0      | 0.0     
0x3481   | 0      | 0       | 0.0      | 0.0     
0x3482   | 0      | 0       | 0.0      | 0.0     
0x3483   | 0      | 0       | 0.0      | 0.0     
0x3484   | 0      | 0       | 0.0      | 0.0     
0x3485   | 0      | 0       | 0.0      | 0.0     
0x3486   | 0      | 0       | 0.0      | 0.0     
0x3487   | 0      | 0       | 0.0      | 0.0     
0x3488   | 0      | 0       | 0.0      | 0.0     
0x3489   | 0      | 0       | 0.0      | 0.0     
0x348A   | 0      | 0       | 0.0      | 0.0     
0x348B   | 0      | 0       | 0.0      | 0.0     
0x348C   | 0      | 0       | 0.0      | 0.0     
0x348D   | 0      | 0       | 0.0      | 0.0     
0x348E   | 0      | 0       | 0.0      | 0.0     
0x348F   | 0      | 0       | 0.0      | 0.0     
0x3490   | 0      | 0       | 0.0      | 0.0     
0x3491   | 0      | 0       | 0.0      | 0.0     
0x3492   | 0      | 0       | 0.0      | 0.0     
0x3493   | 0      | 0       | 0.0      | 0.0     
0x3494   | 0      | 0       | 0.0      | 0.0     
0x3495   | 0      | 0       | 0.0      | 0.0     
0x3496   | 0      | 0       | 0.0      | 0.0     
0x3497   | 0      | 0       | 0.0      | 0.0     
0x3498   | 0      | 0       | 0.0      | 0.0     
0x3499   | 0      | 0       | 0.0      | 0.0     
0x349A   | 0      | 0       | 0.0      | 0.0     
0x349B   | 0      | 0       | 0.0      | 0.0     
0x349C   | 0      | 0       | 0.0      | 0.0     
0x349D   | 0      | 0       | 0.0      | 0.0     
0x349E   | 0      | 0       | 0.0      | 0.0     
0x349F   | 0      | 0       | 0.0      | 0.0     
0x34A0   | 0      | 0       | 0.0      | 0.0     
0x34A1   | 0      | 0       | 0.0      | 0.0     
0x34A2   | 0      | 0       | 0.0      | 0.0     
0x34A3   | 0      | 0       | 0.0      | 0.0     
0x34A4   | 0      | 0       | 0.0      | 0.0     
0x34A5   | 0      | 0       | 0.0      | 0.0     
0x34A6   | 0      | 0       | 0.0      | 0.0     
0x34A7   | 0      | 0       | 0.0      | 0.0     
0x34A8   | 0      | 0       | 0.0      | 0.0     
0x34A9   | 0      | 0       | 0.0      | 0.0     
0x34AA   | 0      | 0       | 0.0      | 0.0     
0x34AB   | 0      | 0       | 0.0      | 0.0     
0x34AC   | 0      | 0       | 0.0      | 0.0     
0x34AD   | 0      | 0       | 0.0      | 0.0     
0x34AE   | 0      | 0       | 0.0      | 0.0     
0x34AF   | 0      | 0       | 0.0      | 0.0     
0x34B0   | 0      | 0       | 0.0      | 0.0     
0x34B1   | 0      | 0       | 0.0      | 0.0     
0x34B2   | 0      | 0       | 0.0      | 0.0     
0x34B3   | 0      | 0       | 0.0      | 0.0     
0x34B4   | 0      | 0       | 0.0      | 0.0     
0x34B5   | 0      | 0       | 0.0      | 0.0     
0x34B6   | 0      | 0       | 0.0      | 0.0     
0x34B7   | 0      | 0       | 0.0      | 0.0     
0x34B8   | 0      | 0       | 0.0      | 0.0     
0x34B9   | 0      | 0       | 0.0      | 0.0     
0x34BA   | 0      | 0       | 0.0      | 0.0     
0x34BB   | 0      | 0       | 0.0      | 0.0     
0x34BC   | 0      | 0       | 0.0      | 0.0     
0x34BD   | 0      | 0       | 0.0      | 0.0     
0x34BE   | 0      | 0       | 0.0      | 0.0     
0x34BF   | 0      | 0       | 0.0      | 0.0     
0x34C0   | 0      | 0       | 0.0      | 0.0     
0x34C1   | 0      | 0       | 0.0      | 0.0     
0x34C2   | 0      | 0       | 0.0      | 0.0     
0x34C3   | 0      | 0       | 0.0      | 0.0     
0x34C4   | 0      | 0       | 0.0      | 0.0     
0x34C5   | 0      | 0       | 0.0      | 0.0     
0x34C6   | 0      | 0       | 0.0      | 0.0     
0x34C7   | 0      | 0       | 0.0      | 0.0     
0x34C8   | 0      | 0       | 0.0      | 0.0     
0x34C9   | 0      | 0       | 0.0      | 0.0     
0x34CA   | 0      | 0       | 0.0      | 0.0     
0x34CB   | 0      | 0       | 0.0      | 0.0     
0x34CC   | 0      | 0       | 0.0      | 0.0     
0x34CD   | 0      | 0       | 0.0      | 0.0     
0x34CE   | 0      | 0       | 0.0      | 0.0     
0x34CF   | 0      | 0       | 0.0      | 0.0     
0x34D0   | 0      | 0       | 0.0      | 0.0     
0x34D1   | 0      | 0       | 0.0      | 0.0     
0x34D2   | 0      | 0       | 0.0      | 0.0     
0x34D3   | 0      | 0       | 0.0      | 0.0     
0x34D4   | 0      | 0       | 0.0      | 0.0     
0x34D5   | 0      | 0       | 0.0      | 0.0     
0x34D6   | 0      | 0       | 0.0      | 0.0     
0x34D7   | 0      | 0       | 0.0      | 0.0     
0x34D8   | 0      | 0       | 0.0      | 0.0     
0x34D9   | 0      | 0       | 0.0      | 0.0     
0x34DA   | 0      | 0       | 0.0      | 0.0     
0x34DB   | 0      | 0       | 0.0      | 0.0     
0x34DC   | 0      | 0       | 0.0      | 0.0     
0x34DD   | 0      | 0       | 0.0      | 0.0     
0x34DE   | 0      | 0       | 0.0      | 0.0     
0x34DF   | 0      | 0       | 0.0      | 0.0     
0x34E0   | 0      | 0       | 0.0      | 0.0     
0x34E1   | 0      | 0       | 0.0      | 0.0     
0x34E2   | 0      | 0       | 0.0      | 0.0     
0x34E3   | 0      | 0       | 0.0      | 0.0     
0x34E4   | 0      | 0       | 0.0      | 0.0     
0x34E5   | 0      | 0       | 0.0      | 0.0     
0x34E6   | 0      | 0       | 0.0      | 0.0     
0x34E7   | 0      | 0       | 0.0      | 0.0     
0x34E8   | 0      | 0       | 0.0      | 0.0     
0x34E9   | 0      | 0       | 0.0      | 0.0     
0x34EA   | 0      | 0       | 0.0      | 0.0     
0x34EB   | 0      | 0       | 0.0      | 0.0     
0x34EC   | 0      | 0       | 0.0      | 0.0     
0x34ED   | 0      | 0       | 0.0      | 0.0     
0x34EE   | 0      | 0       | 0.0      | 0.0     
0x34EF   | 0      | 0       | 0.0      | 0.0     
0x34F0   | 0      | 0       | 0.0      | 0.0     
0x34F1   | 0      | 0       | 0.0      | 0.0     
0x34F2   | 0      | 0       | 0.0      | 0.0     
0x34F3   | 0      | 0       | 0.0      | 0.0     
0x34F4   | 0      | 0       | 0.0      | 0.0     
0x34F5   | 0      | 0       | 0.0      | 0.0     
0x34F6   | 0      | 0       | 0.0      | 0.0     
0x34F7   | 0      | 0       | 0.0      | 0.0     
0x34F8   | 0      | 0       | 0.0      | 0.0     
0x34F9   | 0      | 0       | 0.0      | 0.0     
0x34FA   | 0      | 0       | 0.0      | 0.0     
0x34FB   | 0      | 0       | 0.0      | 0.0     
0x34FC   | 0      | 0       | 0.0      | 0.0     
0x34FD   | 0      | 0       | 0.0      | 0.0     
0x34FE   | 0      | 0       | 0.0      | 0.0     
0x34FF   | 0      | 0       | 0.0      | 0.0     
0x3500   | 0      | 0       | 0.0      | 0.0     
0x3501   | 0      | 0       | 0.0      | 0.0     
0x3502   | 0      | 0       | 0.0      | 0.0     
0x3503   | 0      | 0       | 0.0      | 0.0     
0x3504   | 0      | 0       | 0.0      | 0.0     
0x3505   | 0      | 0       | 0.0      | 0.0     
0x3506   | 0      | 0       | 0.0      | 0.0     
0x3507   | 0      | 0       | 0.0      | 0.0     
0x3508   | 0      | 0       | 0.0      | 0.0     
0x3509   | 0      | 0       | 0.0      | 0.0     
0x350A   | 0      | 0       | 0.0      | 0.0     
0x350B   | 0      | 0       | 0.0      | 0.0     
0x350C   | 0      | 0       | 0.0      | 0.0     
0x350D   | 0      | 0       | 0.0      | 0.0     
0x350E   | 0      | 0       | 0.0      | 0.0     
0x350F   | 0      | 0       | 0.0      | 0.0     
0x3510   | 0      | 0       | 0.0      | 0.0     
0x3511   | 0      | 0       | 0.0      | 0.0     
0x3512   | 0      | 0       | 0.0      | 0.0     
0x3513   | 0      | 0       | 0.0      | 0.0     
0x3514   | 0      | 0       | 0.0      | 0.0     
0x3515   | 0      | 0       | 0.0      | 0.0     
0x3516   | 0      | 0       | 0.0      | 0.0     
0x3517   | 0      | 0       | 0.0      | 0.0     
0x3518   | 0      | 0       | 0.0      | 0.0     
0x3519   | 0      | 0       | 0.0      | 0.0     
0x351A   | 0      | 0       | 0.0      | 0.0     
0x351B   | 0      | 0       | 0.0      | 0.0     
0x351C   | 6      | 6       | 0.6      | 0.06    
0x351D   | 1      | 1       | 0.1      | 0.01    
0x351E   | 0      | 0       | 0.0      | 0.0     
0x351F   | 0      | 0       | 0.0      | 0.0     
0x3520   | 18     | 18      | 1.8      | 0.18    
0x3521   | 0      | 0       | 0.0      | 0.0     
0x3522   | 1      | 1       | 0.1      | 0.01    
0x3523   | 0      | 0       | 0.0      | 0.0     
0x3524   | 0      | 0       | 0.0      | 0.0     
0x3525   | 1      | 1       | 0.1      | 0.01    
0x3526   | 0      | 0       | 0.0      | 0.0     
0x3527   | 1      | 1       | 0.1      | 0.01    
0x3528   | 0      | 0       | 0.0      | 0.0     
0x3529   | 0      | 0       | 0.0      | 0.0     
0x352A   | 0      | 0       | 0.0      | 0.0     
0x352B   | 0      | 0       | 0.0      | 0.0     
0x352C   | 0      | 0       | 0.0      | 0.0     
0x352D   | 0      | 0       | 0.0      | 0.0     
0x352E   | 0      | 0       | 0.0      | 0.0     
0x352F   | 0      | 0       | 0.0      | 0.0     
0x3530   | 0      | 0       | 0.0      | 0.0     
0x3531   | 0      | 0       | 0.0      | 0.0     
0x3532   | 0      | 0       | 0.0      | 0.0     
0x3533   | 0      | 0       | 0.0      | 0.0     
0x3534   | 0      | 0       | 0.0      | 0.0     
0x3535   | 0      | 0       | 0.0      | 0.0     
0x3536   | 0      | 0       | 0.0      | 0.0     
0x3537   | 0      | 0       | 0.0      | 0.0     
0x3538   | 0      | 0       | 0.0      | 0.0     
0x3539   | 0      | 0       | 0.0      | 0.0     
0x353A   | 0      | 0       | 0.0      | 0.0     
0x353B   | 0      | 0       | 0.0      | 0.0     
0x353C   | 0      | 0       | 0.0      | 0.0     
0x353D   | 0      | 0       | 0.0      | 0.0     
0x353E   | 0      | 0       | 0.0      | 0.0     
0x353F   | 0      | 0       | 0.0      | 0.0     
0x3540   | 0      | 0       | 0.0      | 0.0     
0x3541   | 0      | 0       | 0.0      | 0.0     
0x3542   | 0      | 0       | 0.0      | 0.0     
0x3543   | 0      | 0       | 0.0      | 0.0     
0x3544   | 0      | 0       | 0.0      | 0.0     
0x3545   | 0      | 0       | 0.0      | 0.0     
0x3546   | 0      | 0       | 0.0      | 0.0     
0x3547   | 0      | 0       | 0.0      | 0.0     
0x3548   | 0      | 0       | 0.0      | 0.0     
0x3549   | 0      | 0       | 0.0      | 0.0     
0x354A   | 0      | 0       | 0.0      | 0.0     
0x354B   | 0      | 0       | 0.0      | 0.0     
0x354C   | 0      | 0       | 0.0      | 0.0     
0x354D   | 0      | 0       | 0.0      | 0.0     
0x354E   | 0      | 0       | 0.0      | 0.0     
0x354F   | 0      | 0       | 0.0      | 0.0     
0x3550   | 0      | 0       | 0.0      | 0.0     
0x3551   | 0      | 0       | 0.0      | 0.0     
0x3552   | 0      | 0       | 0.0      | 0.0     
0x3553   | 0      | 0       | 0.0      | 0.0     
0x3554   | 0      | 0       | 0.0      | 0.0     
0x3555   | 0      | 0       | 0.0      | 0.0     
0x3556   | 0      | 0       | 0.0      | 0.0     
0x3557   | 0      | 0       | 0.0      | 0.0     
0x3558   | 0      | 0       | 0.0      | 0.0     
0x3559   | 0      | 0       | 0.0      | 0.0     
0x355A   | 0      | 0       | 0.0      | 0.0     
0x355B   | 0      | 0       | 0.0      | 0.0     
0x355C   | 0      | 0       | 0.0      | 0.0     
0x355D   | 0      | 0       | 0.0      | 0.0     
0x355E   | 0      | 0       | 0.0      | 0.0     
0x355F   | 0      | 0       | 0.0      | 0.0     
0x3560   | 0      | 0       | 0.0      | 0.0     
0x3561   | 0      | 0       | 0.0      | 0.0     
0x3562   | 0      | 0       | 0.0      | 0.0     
0x3563   | 0      | 0       | 0.0      | 0.0     
0x3564   | 0      | 0       | 0.0      | 0.0     
0x3565   | 0      | 0       | 0.0      | 0.0     
0x3566   | 0      | 0       | 0.0      | 0.0     
0x3567   | 0      | 0       | 0.0      | 0.0     
0x3568   | 0      | 0       | 0.0      | 0.0     
0x3569   | 0      | 0       | 0.0      | 0.0     
0x356A   | 0      | 0       | 0.0      | 0.0     
0x356B   | 0      | 0       | 0.0      | 0.0     
0x356C   | 0      | 0       | 0.0      | 0.0     
0x356D   | 0      | 0       | 0.0      | 0.0     
0x356E   | 0      | 0       | 0.0      | 0.0     
0x356F   | 0      | 0       | 0.0      | 0.0     
0x3570   | 0      | 0       | 0.0      | 0.0     
0x3571   | 0      | 0       | 0.0      | 0.0     
0x3572   | 0      | 0       | 0.0      | 0.0     
0x3573   | 0      | 0       | 0.0      | 0.0     
0x3574   | 0      | 0       | 0.0      | 0.0     
0x3575   | 0      | 0       | 0.0      | 0.0     
0x3576   | 0      | 0       | 0.0      | 0.0     
0x3577   | 0      | 0       | 0.0      | 0.0     
0x3578   | 0      | 0       | 0.0      | 0.0     
0x3579   | 0      | 0       | 0.0      | 0.0     
0x357A   | 0      | 0       | 0.0      | 0.0     
0x357B   | 0      | 0       | 0.0      | 0.0     
0x357C   | 0      | 0       | 0.0      | 0.0     
0x357D   | 0      | 0       | 0.0      | 0.0     
0x357E   | 0      | 0       | 0.0      | 0.0     
0x357F   | 0      | 0       | 0.0      | 0.0     
0x3580   | 0      | 0       | 0.0      | 0.0     
0x3581   | 0      | 0       | 0.0      | 0.0     
0x3582   | 0      | 0       | 0.0      | 0.0     
0x3583   | 0      | 0       | 0.0      | 0.0     
0x3584   | 0      | 0       | 0.0      | 0.0     
0x3585   | 0      | 0       | 0.0      | 0.0     
0x3586   | 0      | 0       | 0.0      | 0.0     
0x3587   | 3750   | 3750    | 375.0    | 37.5    
0x3588   | 3750   | 3750    | 375.0    | 37.5    
0x3589   | 300    | 300     | 30.0     | 3.0     
0x358A   | 300    | 300     | 30.0     | 3.0     
0x358B   | 0      | 0       | 0.0      | 0.0     
0x358C   | 0      | 0       | 0.0      | 0.0     
0x358D   | 0      | 0       | 0.0      | 0.0     
0x358E   | 0      | 0       | 0.0      | 0.0     
0x358F   | 0      | 0       | 0.0      | 0.0     
0x3590   | 0      | 0       | 0.0      | 0.0     
0x3591   | 0      | 0       | 0.0      | 0.0     
0x3592   | 0      | 0       | 0.0      | 0.0     
0x3593   | 0      | 0       | 0.0      | 0.0     
0x3594   | 0      | 0       | 0.0      | 0.0     
0x3595   | 0      | 0       | 0.0      | 0.0     
0x3596   | 0      | 0       | 0.0      | 0.0     
0x3597   | 0      | 0       | 0.0      | 0.0     
0x3598   | 0      | 0       | 0.0      | 0.0     
0x3599   | 0      | 0       | 0.0      | 0.0     
0x359A   | 0      | 0       | 0.0      | 0.0     
0x359B   | 0      | 0       | 0.0      | 0.0     
0x359C   | 0      | 0       | 0.0      | 0.0     
0x359D   | 0      | 0       | 0.0      | 0.0     
0x359E   | 0      | 0       | 0.0      | 0.0     
0x359F   | 0      | 0       | 0.0      | 0.0     
0x35A0   | 0      | 0       | 0.0      | 0.0     
0x35A1   | 0      | 0       | 0.0      | 0.0     
0x35A2   | 0      | 0       | 0.0      | 0.0     
0x35A3   | 0      | 0       | 0.0      | 0.0     
0x35A4   | 0      | 0       | 0.0      | 0.0     
0x35A5   | 0      | 0       | 0.0      | 0.0     
0x35A6   | 0      | 0       | 0.0      | 0.0     
0x35A7   | 0      | 0       | 0.0      | 0.0     
0x35A8   | 0      | 0       | 0.0      | 0.0     
0x35A9   | 0      | 0       | 0.0      | 0.0     
0x35AA   | 0      | 0       | 0.0      | 0.0     
0x35AB   | 0      | 0       | 0.0      | 0.0     
0x35AC   | 0      | 0       | 0.0      | 0.0     
0x35AD   | 0      | 0       | 0.0      | 0.0     
0x35AE   | 0      | 0       | 0.0      | 0.0     
0x35AF   | 0      | 0       | 0.0      | 0.0     
0x35B0   | 0      | 0       | 0.0      | 0.0     
0x35B1   | 0      | 0       | 0.0      | 0.0     
0x35B2   | 0      | 0       | 0.0      | 0.0     
0x35B3   | 0      | 0       | 0.0      | 0.0     
0x35B4   | 0      | 0       | 0.0      | 0.0     
0x35B5   | 0      | 0       | 0.0      | 0.0     
0x35B6   | 0      | 0       | 0.0      | 0.0     
0x35B7   | 0      | 0       | 0.0      | 0.0     
0x35B8   | 0      | 0       | 0.0      | 0.0     
0x35B9   | 0      | 0       | 0.0      | 0.0     
0x35BA   | 300    | 300     | 30.0     | 3.0     
0x35BB   | 300    | 300     | 30.0     | 3.0     
0x35BC   | 300    | 300     | 30.0     | 3.0     
0x35BD   | 10     | 10      | 1.0      | 0.1     
0x35BE   | 100    | 100     | 10.0     | 1.0     
0x35BF   | 3      | 3       | 0.3      | 0.03    
0x35C0   | 10     | 10      | 1.0      | 0.1     
0x35C1   | 100    | 100     | 10.0     | 1.0     
